"nace_r2","Country","Year","consumption_of_capital","Output","intermediate_consumption","wages_and_salaries","real_labour_productivity","bankruptcy_declarations_index","Registrations"
"Public administration and defence; compulsory social security","Greece",2018,105.227,101.135,93.846,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Greece",2019,102.696,99.231,94.588,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Greece",2020,100,100,100,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Greece",2021,99.545,100.96,104.929,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Greece",2022,99.868,101.087,104.556,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Greece",2023,101.028,101.88,105.836,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Spain",1995,54.825,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Spain",1996,56.729,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Spain",1997,57.828,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Spain",1998,58.87,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Spain",1999,60.927,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Spain",2000,63.081,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Spain",2001,64.714,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Spain",2002,67.016,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Spain",2003,70.212,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Spain",2004,73.182,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Spain",2005,75.915,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Spain",2006,79.393,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Spain",2007,83.219,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Spain",2008,87.629,NA,NA,18.28,NA,NA,NA
"Public administration and defence; compulsory social security","Spain",2009,91.416,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Spain",2010,96.547,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Spain",2011,99.203,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Spain",2012,100.682,NA,NA,18.28,NA,NA,NA
"Public administration and defence; compulsory social security","Spain",2013,99.994,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Spain",2014,98.862,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Spain",2015,98.007,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Spain",2016,98.495,NA,NA,19.82,NA,NA,NA
"Public administration and defence; compulsory social security","Spain",2017,97.891,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Spain",2018,98.502,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Spain",2019,99.267,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Spain",2020,100,NA,NA,19.96,NA,NA,NA
"Public administration and defence; compulsory social security","Spain",2021,101.466,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Spain",2022,104.231,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Spain",2023,106.436,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Finland",1980,30.624,50.719,25.286,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Finland",1981,32.115,52.929,25.832,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Finland",1982,33.549,55.16,27.205,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Finland",1983,35.377,57.976,29.55,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Finland",1984,37.008,59.175,31.264,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Finland",1985,38.78,61.034,33.244,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Finland",1986,40.973,63.423,36.707,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Finland",1987,43.223,66.179,39.721,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Finland",1988,45.36,67.751,40.219,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Finland",1989,47.638,70.253,43.269,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Finland",1990,54.331,73.917,47.983,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Finland",1991,56.665,76.883,51.932,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Finland",1992,59.083,76.073,51.239,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Finland",1993,61.333,73.971,50.255,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Finland",1994,63.414,75.684,52.442,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Finland",1995,66.001,76.986,54.423,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Finland",1996,68.195,79.007,56.95,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Finland",1997,70.416,83.513,61.252,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Finland",1998,72.835,83.351,61.033,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Finland",1999,75.562,86.064,64.97,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Finland",2000,78.15,86.977,64.775,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Finland",2001,79.696,91.938,73.864,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Finland",2002,80.821,95.045,79.089,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Finland",2003,81.665,98.244,83.512,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Finland",2004,82.508,99.741,86.367,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Finland",2005,84.702,101.432,89.745,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Finland",2006,85.911,103.977,94.751,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Finland",2007,86.22,105.841,98.955,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Finland",2008,86.839,107.83,103.475,19.47,NA,NA,NA
"Public administration and defence; compulsory social security","Finland",2009,87.767,110.505,110.061,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Finland",2010,88.78,110.148,110.984,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Finland",2011,89.764,107.149,105.103,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Finland",2012,91.029,106.441,105.346,22.46,NA,NA,NA
"Public administration and defence; compulsory social security","Finland",2013,92.098,107.857,107.533,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Finland",2014,92.773,107.003,106.987,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Finland",2015,93.926,99.795,98.591,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Finland",2016,94.46,100.594,102.284,24.29,NA,NA,NA
"Public administration and defence; compulsory social security","Finland",2017,95.332,99.341,99.793,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Finland",2018,96.71,96.979,93.378,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Finland",2019,98.116,98.46,96.804,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Finland",2020,100,100,100,23.62,NA,NA,NA
"Public administration and defence; compulsory social security","Finland",2021,101.294,104.247,106.914,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Finland",2022,101.462,105.814,107.679,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Finland",2023,102.193,99.092,95.674,NA,NA,NA,NA
"Public administration and defence; compulsory social security","France",1978,42.207,53.74,42.913,NA,NA,NA,NA
"Public administration and defence; compulsory social security","France",1979,43.412,55.202,44.46,NA,NA,NA,NA
"Public administration and defence; compulsory social security","France",1980,44.653,56.925,45.725,NA,NA,NA,NA
"Public administration and defence; compulsory social security","France",1981,46.043,58.676,47.275,NA,NA,NA,NA
"Public administration and defence; compulsory social security","France",1982,47.585,61.186,48.603,NA,NA,NA,NA
"Public administration and defence; compulsory social security","France",1983,49.109,62.809,51.292,NA,NA,NA,NA
"Public administration and defence; compulsory social security","France",1984,50.663,63.902,53.991,NA,NA,NA,NA
"Public administration and defence; compulsory social security","France",1985,52.445,65.403,56.232,NA,NA,NA,NA
"Public administration and defence; compulsory social security","France",1986,54.262,67.009,61.442,NA,NA,NA,NA
"Public administration and defence; compulsory social security","France",1987,56.172,69.543,67.567,NA,NA,NA,NA
"Public administration and defence; compulsory social security","France",1988,58.339,72.407,74.899,NA,NA,NA,NA
"Public administration and defence; compulsory social security","France",1989,60.463,71.405,72.789,NA,NA,NA,NA
"Public administration and defence; compulsory social security","France",1990,62.92,73.318,76.039,NA,NA,NA,NA
"Public administration and defence; compulsory social security","France",1991,65.447,76.161,78.764,NA,NA,NA,NA
"Public administration and defence; compulsory social security","France",1992,67.918,78.453,83.085,NA,NA,NA,NA
"Public administration and defence; compulsory social security","France",1993,70.036,81.792,92.644,NA,NA,NA,NA
"Public administration and defence; compulsory social security","France",1994,71.997,81.943,85.209,NA,NA,NA,NA
"Public administration and defence; compulsory social security","France",1995,73.36,80.713,78.218,NA,NA,NA,NA
"Public administration and defence; compulsory social security","France",1996,74.645,84.026,82.195,NA,NA,NA,NA
"Public administration and defence; compulsory social security","France",1997,75.629,86.27,86.873,NA,NA,NA,NA
"Public administration and defence; compulsory social security","France",1998,76.47,83.415,77.35,NA,NA,NA,NA
"Public administration and defence; compulsory social security","France",1999,77.657,84.521,77.555,NA,NA,NA,NA
"Public administration and defence; compulsory social security","France",2000,79.174,86.319,81.71,NA,NA,NA,NA
"Public administration and defence; compulsory social security","France",2001,80.546,85.712,78.742,NA,NA,NA,NA
"Public administration and defence; compulsory social security","France",2002,81.779,85.97,83.74,NA,NA,NA,NA
"Public administration and defence; compulsory social security","France",2003,83.299,86.77,84.355,NA,NA,NA,NA
"Public administration and defence; compulsory social security","France",2004,84.9,88.402,87.473,NA,NA,NA,NA
"Public administration and defence; compulsory social security","France",2005,86.446,89.785,86.699,NA,NA,NA,NA
"Public administration and defence; compulsory social security","France",2006,88.06,90.05,85.907,NA,NA,NA,NA
"Public administration and defence; compulsory social security","France",2007,89.301,90.929,88.154,NA,NA,NA,NA
"Public administration and defence; compulsory social security","France",2008,90.848,91.321,89.009,NA,NA,NA,NA
"Public administration and defence; compulsory social security","France",2009,92.605,94.921,94.218,NA,NA,NA,NA
"Public administration and defence; compulsory social security","France",2010,94.273,94.511,92.589,NA,NA,NA,NA
"Public administration and defence; compulsory social security","France",2011,94.943,95.543,93.035,NA,NA,NA,NA
"Public administration and defence; compulsory social security","France",2012,95.633,96.752,94.836,17.69,NA,NA,NA
"Public administration and defence; compulsory social security","France",2013,96.329,98.074,96.599,NA,NA,NA,NA
"Public administration and defence; compulsory social security","France",2014,96.604,97.913,94.171,NA,NA,NA,NA
"Public administration and defence; compulsory social security","France",2015,96.675,98.171,96.143,NA,NA,NA,NA
"Public administration and defence; compulsory social security","France",2016,97.269,98.261,95.699,18.78,NA,NA,NA
"Public administration and defence; compulsory social security","France",2017,97.554,99.42,98.016,NA,NA,NA,NA
"Public administration and defence; compulsory social security","France",2018,98.176,100.142,98.412,NA,NA,NA,NA
"Public administration and defence; compulsory social security","France",2019,99.354,101.456,99.913,NA,NA,NA,NA
"Public administration and defence; compulsory social security","France",2020,100,100,100,21.15,NA,NA,NA
"Public administration and defence; compulsory social security","France",2021,100.944,103.531,103.355,NA,NA,NA,NA
"Public administration and defence; compulsory social security","France",2022,102.398,104.97,105.07,NA,NA,NA,NA
"Public administration and defence; compulsory social security","France",2023,103.902,105.748,112.177,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Croatia",1995,29.46,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Croatia",1996,35.116,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Croatia",1997,35.998,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Croatia",1998,37.604,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Croatia",1999,40.29,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Croatia",2000,40.486,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Croatia",2001,44.665,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Croatia",2002,56.489,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Croatia",2003,63.873,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Croatia",2004,78.367,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Croatia",2005,74.985,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Croatia",2006,85.922,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Croatia",2007,92.705,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Croatia",2008,92.715,NA,NA,13.46,NA,NA,NA
"Public administration and defence; compulsory social security","Croatia",2009,100.914,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Croatia",2010,106.327,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Croatia",2011,106.645,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Croatia",2012,104.447,NA,NA,14.22,NA,NA,NA
"Public administration and defence; compulsory social security","Croatia",2013,100.773,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Croatia",2014,98.272,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Croatia",2015,96.167,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Croatia",2016,95.887,NA,NA,13.47,NA,NA,NA
"Public administration and defence; compulsory social security","Croatia",2017,94.619,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Croatia",2018,93.936,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Croatia",2019,95.917,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Croatia",2020,100,NA,NA,12.8,NA,NA,NA
"Public administration and defence; compulsory social security","Croatia",2021,102.453,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Croatia",2022,97.74,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Croatia",2023,97.579,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Hungary",1995,63.723,62.184,43.524,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Hungary",1996,63.705,60.62,40.889,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Hungary",1997,63.692,58.773,38.445,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Hungary",1998,64.653,59.588,39.21,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Hungary",1999,66.834,60.513,39.838,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Hungary",2000,69.931,62.981,43.756,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Hungary",2001,70.662,64.054,44.215,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Hungary",2002,71.758,66.216,48.354,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Hungary",2003,74.241,68.517,50.112,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Hungary",2004,75.398,69.135,51.704,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Hungary",2005,76.552,69.556,53.627,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Hungary",2006,77.98,71.523,58.398,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Hungary",2007,80.175,72.468,58.26,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Hungary",2008,81.606,74.342,63.357,11.32,NA,NA,NA
"Public administration and defence; compulsory social security","Hungary",2009,82.367,74.944,64.936,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Hungary",2010,83.337,76.059,62.288,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Hungary",2011,83.442,75.132,57.414,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Hungary",2012,83.184,75.16,56.23,10.66,NA,NA,NA
"Public administration and defence; compulsory social security","Hungary",2013,83.253,82.417,64.055,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Hungary",2014,84.626,88.4,76.168,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Hungary",2015,86.819,91.368,77.732,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Hungary",2016,89.061,91.955,76.846,11.27,NA,NA,NA
"Public administration and defence; compulsory social security","Hungary",2017,90.256,96.264,92.551,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Hungary",2018,92.448,98.468,98.399,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Hungary",2019,96.12,102.769,112.703,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Hungary",2020,100,100,100,13.22,NA,NA,NA
"Public administration and defence; compulsory social security","Hungary",2021,103.261,103.306,106.447,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Hungary",2022,105.784,107.329,119.014,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Hungary",2023,106.467,109.951,143.281,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Ireland",1995,41.861,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Ireland",1996,44.203,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Ireland",1997,46.877,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Ireland",1998,49.885,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Ireland",1999,53.713,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Ireland",2000,57.896,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Ireland",2001,62.228,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Ireland",2002,66.994,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Ireland",2003,71.836,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Ireland",2004,76.595,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Ireland",2005,81.726,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Ireland",2006,87.249,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Ireland",2007,92.332,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Ireland",2008,97.098,NA,NA,26.88,NA,NA,NA
"Public administration and defence; compulsory social security","Ireland",2009,100.333,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Ireland",2010,101.289,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Ireland",2011,100.45,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Ireland",2012,98.835,NA,NA,28.81,NA,NA,NA
"Public administration and defence; compulsory social security","Ireland",2013,97.442,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Ireland",2014,96.405,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Ireland",2015,96.555,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Ireland",2016,97.435,NA,NA,25.87,NA,NA,NA
"Public administration and defence; compulsory social security","Ireland",2017,97.636,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Ireland",2018,97.756,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Ireland",2019,98.239,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Ireland",2020,100,NA,NA,21.63,NA,NA,NA
"Public administration and defence; compulsory social security","Ireland",2021,102.264,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Ireland",2022,103.163,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Ireland",2023,103.804,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Iceland",1995,54.673,54.673,54.673,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Iceland",1996,55.882,55.882,55.882,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Iceland",1997,57.968,57.968,57.968,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Iceland",1998,69.435,69.435,69.435,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Iceland",1999,71.95,71.95,71.95,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Iceland",2000,72.234,72.234,72.234,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Iceland",2001,73.411,73.411,73.411,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Iceland",2002,72.67,72.67,72.67,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Iceland",2003,73.516,73.516,73.516,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Iceland",2004,74.63,74.63,74.63,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Iceland",2005,75.628,75.628,75.628,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Iceland",2006,74.975,74.975,74.975,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Iceland",2007,86.282,86.282,86.282,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Iceland",2008,90.932,90.932,90.932,19.23,NA,NA,NA
"Public administration and defence; compulsory social security","Iceland",2009,88.171,88.171,88.171,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Iceland",2010,85.149,85.149,85.149,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Iceland",2011,85.048,85.048,85.048,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Iceland",2012,83.678,83.678,83.678,19.28,NA,NA,NA
"Public administration and defence; compulsory social security","Iceland",2013,84.423,84.423,84.423,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Iceland",2014,84.208,84.208,84.208,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Iceland",2015,84.137,84.137,84.137,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Iceland",2016,84.869,84.869,84.869,24.36,NA,NA,NA
"Public administration and defence; compulsory social security","Iceland",2017,87.349,87.349,87.349,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Iceland",2018,91.497,91.497,91.497,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Iceland",2019,95.066,95.066,95.066,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Iceland",2020,100,100,100,26.58,NA,NA,NA
"Public administration and defence; compulsory social security","Iceland",2021,102.301,102.301,102.301,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Iceland",2022,104.655,104.655,104.655,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Iceland",2023,106.955,106.955,106.955,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Italy",1995,74.545,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Italy",1996,75.959,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Italy",1997,77.299,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Italy",1998,78.835,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Italy",1999,80.765,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Italy",2000,82.765,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Italy",2001,84.999,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Italy",2002,87.408,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Italy",2003,89.609,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Italy",2004,91.809,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Italy",2005,93.133,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Italy",2006,94.222,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Italy",2007,95.614,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Italy",2008,97.231,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Italy",2009,100.102,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Italy",2010,101.296,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Italy",2011,102.251,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Italy",2012,101.968,NA,NA,22.31,NA,NA,NA
"Public administration and defence; compulsory social security","Italy",2013,101.47,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Italy",2014,100.78,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Italy",2015,100.349,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Italy",2016,100.369,NA,NA,22.38,NA,NA,NA
"Public administration and defence; compulsory social security","Italy",2017,99.95,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Italy",2018,99.435,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Italy",2019,99.542,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Italy",2020,100,NA,NA,22.59,NA,NA,NA
"Public administration and defence; compulsory social security","Italy",2021,99.669,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Italy",2022,98.622,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Italy",2023,102.708,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Lithuania",1995,65.26,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Lithuania",1996,64.951,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Lithuania",1997,64.082,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Lithuania",1998,64.647,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Lithuania",1999,64.8,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Lithuania",2000,64.939,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Lithuania",2001,65.035,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Lithuania",2002,64.928,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Lithuania",2003,66.953,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Lithuania",2004,68.058,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Lithuania",2005,70.491,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Lithuania",2006,73.431,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Lithuania",2007,76.773,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Lithuania",2008,81.365,NA,NA,33.15,NA,NA,NA
"Public administration and defence; compulsory social security","Lithuania",2009,83.947,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Lithuania",2010,85.199,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Lithuania",2011,87.12,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Lithuania",2012,89.152,NA,NA,31.77,NA,NA,NA
"Public administration and defence; compulsory social security","Lithuania",2013,90.068,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Lithuania",2014,90.651,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Lithuania",2015,91.424,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Lithuania",2016,92.73,NA,NA,10.29,NA,NA,NA
"Public administration and defence; compulsory social security","Lithuania",2017,93.931,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Lithuania",2018,96.071,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Lithuania",2019,98.482,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Lithuania",2020,100,NA,NA,16.68,NA,NA,NA
"Public administration and defence; compulsory social security","Lithuania",2021,105.971,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Lithuania",2022,108.789,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Lithuania",2023,112.112,NA,NA,NA,NA,NA,NA
"Public administration and defence; compulsory social security","Luxembourg",1995,26.159,44.075,44.438,NA,NA,NA,NA
