"nace_r2","Country","Year","consumption_of_capital","Output","intermediate_consumption","wages_and_salaries","real_labour_productivity","bankruptcy_declarations_index","Registrations"
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2019,NA,NA,NA,NA,102.615,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2020,NA,NA,NA,NA,100,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2021,NA,NA,NA,NA,105.126,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2022,NA,NA,NA,NA,105.132,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2023,NA,NA,NA,NA,102.634,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Euro area - 12 countries (2001-2006)",1995,NA,NA,NA,NA,74.386,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Euro area - 12 countries (2001-2006)",1996,NA,NA,NA,NA,74.338,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Euro area - 12 countries (2001-2006)",1997,NA,NA,NA,NA,75.761,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Euro area - 12 countries (2001-2006)",1998,NA,NA,NA,NA,77.325,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Euro area - 12 countries (2001-2006)",1999,NA,NA,NA,NA,77.949,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Euro area - 12 countries (2001-2006)",2000,NA,NA,NA,NA,79.356,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Euro area - 12 countries (2001-2006)",2001,NA,NA,NA,NA,81.164,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Euro area - 12 countries (2001-2006)",2002,NA,NA,NA,NA,81.281,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Euro area - 12 countries (2001-2006)",2003,NA,NA,NA,NA,82.224,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Euro area - 12 countries (2001-2006)",2004,NA,NA,NA,NA,83.14,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Euro area - 12 countries (2001-2006)",2005,NA,NA,NA,NA,84.435,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Euro area - 12 countries (2001-2006)",2006,NA,NA,NA,NA,87.015,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Euro area - 12 countries (2001-2006)",2007,NA,NA,NA,NA,87.923,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Euro area - 12 countries (2001-2006)",2008,NA,NA,NA,NA,88.074,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Euro area - 12 countries (2001-2006)",2009,NA,NA,NA,NA,85.272,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Euro area - 12 countries (2001-2006)",2010,NA,NA,NA,NA,86.642,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Euro area - 12 countries (2001-2006)",2011,NA,NA,NA,NA,89.143,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Euro area - 12 countries (2001-2006)",2012,NA,NA,NA,NA,89.717,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Euro area - 12 countries (2001-2006)",2013,NA,NA,NA,NA,91.118,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Euro area - 12 countries (2001-2006)",2014,NA,NA,NA,NA,93.643,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Euro area - 12 countries (2001-2006)",2015,NA,NA,NA,NA,96.796,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Euro area - 12 countries (2001-2006)",2016,NA,NA,NA,NA,98.811,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Euro area - 12 countries (2001-2006)",2017,NA,NA,NA,NA,100.196,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Euro area - 12 countries (2001-2006)",2018,NA,NA,NA,NA,101.07,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Euro area - 12 countries (2001-2006)",2019,NA,NA,NA,NA,102.817,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Euro area - 12 countries (2001-2006)",2020,NA,NA,NA,NA,100,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Euro area - 12 countries (2001-2006)",2021,NA,NA,NA,NA,105.056,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Euro area - 12 countries (2001-2006)",2022,NA,NA,NA,NA,105.131,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Euro area - 12 countries (2001-2006)",2023,NA,NA,NA,NA,102.449,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Euro area - 19 countries  (2015-2022)",1995,NA,NA,NA,NA,74.008,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Euro area - 19 countries  (2015-2022)",1996,NA,NA,NA,NA,73.815,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Euro area - 19 countries  (2015-2022)",1997,NA,NA,NA,NA,75.344,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Euro area - 19 countries  (2015-2022)",1998,NA,NA,NA,NA,76.974,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Euro area - 19 countries  (2015-2022)",1999,NA,NA,NA,NA,77.662,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Euro area - 19 countries  (2015-2022)",2000,NA,NA,NA,NA,79.203,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Euro area - 19 countries  (2015-2022)",2001,NA,NA,NA,NA,80.978,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Euro area - 19 countries  (2015-2022)",2002,NA,NA,NA,NA,81.049,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Euro area - 19 countries  (2015-2022)",2003,NA,NA,NA,NA,82.046,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Euro area - 19 countries  (2015-2022)",2004,NA,NA,NA,NA,82.953,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Euro area - 19 countries  (2015-2022)",2005,NA,NA,NA,NA,84.304,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Euro area - 19 countries  (2015-2022)",2006,NA,NA,NA,NA,86.822,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Euro area - 19 countries  (2015-2022)",2007,NA,NA,NA,NA,87.707,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Euro area - 19 countries  (2015-2022)",2009,NA,NA,NA,NA,85.022,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Euro area - 19 countries  (2015-2022)",2010,NA,NA,NA,NA,86.569,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Euro area - 19 countries  (2015-2022)",2011,NA,NA,NA,NA,89.103,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Euro area - 19 countries  (2015-2022)",2013,NA,NA,NA,NA,90.955,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Euro area - 19 countries  (2015-2022)",2014,NA,NA,NA,NA,93.371,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Euro area - 19 countries  (2015-2022)",2015,NA,NA,NA,NA,96.508,-3.8,-3.1
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Euro area - 19 countries  (2015-2022)",2017,NA,NA,NA,NA,99.92,-5.9,-7.7
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Euro area - 19 countries  (2015-2022)",2018,NA,NA,NA,NA,100.745,-5.8,-2.8
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Euro area - 19 countries  (2015-2022)",2019,NA,NA,NA,NA,102.615,-0.6,1.1
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Euro area - 19 countries  (2015-2022)",2021,NA,NA,NA,NA,105.126,-2.1,8.1
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Euro area - 19 countries  (2015-2022)",2022,NA,NA,NA,NA,105.132,12.2,-13.5
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Euro area - 19 countries  (2015-2022)",2023,NA,NA,NA,NA,102.577,14.3,10.8
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Euro area – 20 countries (from 2023)",1995,NA,NA,NA,NA,73.931,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Euro area – 20 countries (from 2023)",1996,NA,NA,NA,NA,73.776,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Euro area – 20 countries (from 2023)",1997,NA,NA,NA,NA,75.336,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Euro area – 20 countries (from 2023)",1998,NA,NA,NA,NA,76.966,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Euro area – 20 countries (from 2023)",1999,NA,NA,NA,NA,77.63,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Euro area – 20 countries (from 2023)",2000,NA,NA,NA,NA,79.191,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Euro area – 20 countries (from 2023)",2001,NA,NA,NA,NA,81.002,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Euro area – 20 countries (from 2023)",2002,NA,NA,NA,NA,81.115,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Euro area – 20 countries (from 2023)",2003,NA,NA,NA,NA,82.132,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Euro area – 20 countries (from 2023)",2004,NA,NA,NA,NA,83.021,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Euro area – 20 countries (from 2023)",2005,NA,NA,NA,NA,84.388,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Euro area – 20 countries (from 2023)",2006,NA,NA,NA,NA,86.889,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Euro area – 20 countries (from 2023)",2007,NA,NA,NA,NA,87.77,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Euro area – 20 countries (from 2023)",2009,NA,NA,NA,NA,85.01,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Euro area – 20 countries (from 2023)",2010,NA,NA,NA,NA,86.607,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Euro area – 20 countries (from 2023)",2011,NA,NA,NA,NA,89.178,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Euro area – 20 countries (from 2023)",2013,NA,NA,NA,NA,91.016,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Euro area – 20 countries (from 2023)",2014,NA,NA,NA,NA,93.374,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Euro area – 20 countries (from 2023)",2015,NA,NA,NA,NA,96.521,-3.8,-3.1
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Euro area – 20 countries (from 2023)",2017,NA,NA,NA,NA,99.894,-6.3,-7.7
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Euro area – 20 countries (from 2023)",2018,NA,NA,NA,NA,100.755,-6.1,-2.8
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Euro area – 20 countries (from 2023)",2019,NA,NA,NA,NA,102.673,-0.8,1.1
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Euro area – 20 countries (from 2023)",2021,NA,NA,NA,NA,105.178,-1.9,8.1
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Euro area – 20 countries (from 2023)",2022,NA,NA,NA,NA,105.186,19.6,-13.4
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Euro area – 20 countries (from 2023)",2023,NA,NA,NA,NA,102.634,21.1,10.6
"Wholesale and retail trade; repair of motor vehicles and motorcycles","European Union - 27 countries (from 2020)",1995,NA,NA,NA,NA,71.073,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","European Union - 27 countries (from 2020)",1996,NA,NA,NA,NA,71.128,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","European Union - 27 countries (from 2020)",1997,NA,NA,NA,NA,72.388,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","European Union - 27 countries (from 2020)",1998,NA,NA,NA,NA,74.144,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","European Union - 27 countries (from 2020)",1999,NA,NA,NA,NA,75.11,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","European Union - 27 countries (from 2020)",2000,NA,NA,NA,NA,77.234,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","European Union - 27 countries (from 2020)",2001,NA,NA,NA,NA,78.674,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","European Union - 27 countries (from 2020)",2002,NA,NA,NA,NA,79.244,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","European Union - 27 countries (from 2020)",2003,NA,NA,NA,NA,80.649,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","European Union - 27 countries (from 2020)",2004,NA,NA,NA,NA,82,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","European Union - 27 countries (from 2020)",2005,NA,NA,NA,NA,83.403,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","European Union - 27 countries (from 2020)",2006,NA,NA,NA,NA,85.748,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","European Union - 27 countries (from 2020)",2007,NA,NA,NA,NA,86.125,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","European Union - 27 countries (from 2020)",2009,NA,NA,NA,NA,83.48,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","European Union - 27 countries (from 2020)",2010,NA,NA,NA,NA,85.347,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","European Union - 27 countries (from 2020)",2011,NA,NA,NA,NA,87.991,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","European Union - 27 countries (from 2020)",2013,NA,NA,NA,NA,90.088,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","European Union - 27 countries (from 2020)",2014,NA,NA,NA,NA,91.766,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","European Union - 27 countries (from 2020)",2015,NA,NA,NA,NA,94.808,-10.4,-2.9
"Wholesale and retail trade; repair of motor vehicles and motorcycles","European Union - 27 countries (from 2020)",2017,NA,NA,NA,NA,98.812,-6.2,-5.9
"Wholesale and retail trade; repair of motor vehicles and motorcycles","European Union - 27 countries (from 2020)",2018,NA,NA,NA,NA,99.925,-4.7,-4.3
"Wholesale and retail trade; repair of motor vehicles and motorcycles","European Union - 27 countries (from 2020)",2019,NA,NA,NA,NA,101.736,2.1,-0.5
"Wholesale and retail trade; repair of motor vehicles and motorcycles","European Union - 27 countries (from 2020)",2021,NA,NA,NA,NA,105.593,-5.4,8
"Wholesale and retail trade; repair of motor vehicles and motorcycles","European Union - 27 countries (from 2020)",2022,NA,NA,NA,NA,104.943,12.8,-11.1
"Wholesale and retail trade; repair of motor vehicles and motorcycles","European Union - 27 countries (from 2020)",2023,NA,NA,NA,NA,102.982,25.3,7.9
"Wholesale and retail trade; repair of motor vehicles and motorcycles","North Macedonia",2000,NA,NA,NA,NA,85.719,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","North Macedonia",2001,NA,NA,NA,NA,81.918,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","North Macedonia",2002,NA,NA,NA,NA,86.373,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","North Macedonia",2003,NA,NA,NA,NA,91.32,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","North Macedonia",2004,NA,NA,NA,NA,86.709,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","North Macedonia",2005,NA,NA,NA,NA,93.616,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","North Macedonia",2006,NA,NA,NA,NA,95.721,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","North Macedonia",2007,NA,NA,NA,NA,108.465,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","North Macedonia",2008,NA,NA,NA,NA,95.044,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","North Macedonia",2009,NA,NA,NA,NA,64.593,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","North Macedonia",2010,NA,NA,NA,NA,93.423,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","North Macedonia",2011,NA,NA,NA,NA,71.497,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","North Macedonia",2013,NA,NA,NA,NA,80.607,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","North Macedonia",2014,NA,NA,NA,NA,80.99,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","North Macedonia",2015,NA,NA,NA,NA,79.969,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","North Macedonia",2017,NA,NA,NA,NA,86.907,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","North Macedonia",2018,NA,NA,NA,NA,86.672,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","North Macedonia",2019,NA,NA,NA,NA,94.025,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","North Macedonia",2020,NA,NA,NA,NA,100,NA,NA
"Wholesale and retail trade; repair of motor vehicles and motorcycles","Serbia",2023,NA,NA,NA,NA,108.579,NA,NA
"Transportation and storage","Switzerland",1995,NA,NA,NA,NA,272.289,NA,NA
"Transportation and storage","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",1995,NA,NA,NA,NA,93.656,NA,NA
"Transportation and storage","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",1996,NA,NA,NA,NA,96.258,NA,NA
"Transportation and storage","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",1997,NA,NA,NA,NA,101.521,NA,NA
"Transportation and storage","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",1998,NA,NA,NA,NA,104.843,NA,NA
"Transportation and storage","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",1999,NA,NA,NA,NA,106.49,NA,NA
"Transportation and storage","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2000,NA,NA,NA,NA,108.694,NA,NA
"Transportation and storage","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2001,NA,NA,NA,NA,108.625,NA,NA
"Transportation and storage","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2002,NA,NA,NA,NA,110.308,NA,NA
"Transportation and storage","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2003,NA,NA,NA,NA,110.624,NA,NA
"Transportation and storage","Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2004,NA,NA,NA,NA,115.711,NA,NA
