DATAFLOW,LAST UPDATE,freq,indic_bt,nace_r2,s_adj,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Registrations,Accommodation and food service activities,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Serbia,2023,,c
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Registrations,Accommodation and food service activities,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Sweden,2022,-10.1,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Registrations,Accommodation and food service activities,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Sweden,2023,-7.1,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Registrations,Accommodation and food service activities,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Slovenia,2016,7.1,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Registrations,Accommodation and food service activities,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Slovenia,2017,6.0,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Registrations,Accommodation and food service activities,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Slovenia,2018,26.4,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Registrations,Accommodation and food service activities,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Slovenia,2019,1.7,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Registrations,Accommodation and food service activities,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Slovenia,2020,-19.9,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Registrations,Accommodation and food service activities,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Slovenia,2021,0.1,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Registrations,Accommodation and food service activities,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Slovenia,2022,19.2,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Registrations,Accommodation and food service activities,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Slovenia,2023,10.3,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Registrations,Accommodation and food service activities,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Slovakia,2015,7.1,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Registrations,Accommodation and food service activities,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Slovakia,2016,-17.0,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Registrations,Accommodation and food service activities,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Slovakia,2017,24.7,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Registrations,Accommodation and food service activities,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Slovakia,2018,10.5,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Registrations,Accommodation and food service activities,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Slovakia,2019,9.7,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Registrations,Accommodation and food service activities,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Slovakia,2020,-4.2,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Registrations,Accommodation and food service activities,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Slovakia,2021,-28.4,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Registrations,Accommodation and food service activities,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Slovakia,2022,-4.1,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Registrations,Accommodation and food service activities,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Slovakia,2023,-2.7,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Registrations,Accommodation and food service activities,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Slovakia,2024,11.5,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Registrations,Accommodation and food service activities,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Kosovo*,2022,-58.7,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Registrations,Information and communication,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Albania,2022,14.1,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Registrations,Information and communication,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Albania,2023,-23.8,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Registrations,Information and communication,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Austria,2020,-2.3,p
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Registrations,Information and communication,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Austria,2021,18.8,p
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Registrations,Information and communication,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Austria,2022,-1.8,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Registrations,Information and communication,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Austria,2023,-3.4,p
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Registrations,Information and communication,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Belgium,2015,15.8,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Registrations,Information and communication,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Belgium,2016,7.6,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Registrations,Information and communication,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Belgium,2017,5.8,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Registrations,Information and communication,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Belgium,2018,13.3,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Registrations,Information and communication,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Belgium,2019,4.1,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Registrations,Information and communication,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Belgium,2020,-10.2,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Registrations,Information and communication,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Belgium,2021,14.5,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Registrations,Information and communication,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Belgium,2022,2.3,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Registrations,Information and communication,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Belgium,2023,-5.2,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Registrations,Information and communication,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Bulgaria,2015,-94.5,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Registrations,Information and communication,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Bulgaria,2016,21.5,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Registrations,Information and communication,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Bulgaria,2017,-12.7,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Registrations,Information and communication,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Bulgaria,2018,818.4,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Registrations,Information and communication,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Bulgaria,2019,-38.1,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Registrations,Information and communication,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Bulgaria,2020,-20.7,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Registrations,Information and communication,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Bulgaria,2021,40.4,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Registrations,Information and communication,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Bulgaria,2022,-9.8,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Registrations,Information and communication,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Bulgaria,2023,-15.2,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Registrations,Information and communication,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Cyprus,2022,20.9,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Registrations,Information and communication,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Cyprus,2023,-25.1,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Registrations,Information and communication,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Czechia,2018,0.4,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Registrations,Information and communication,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Czechia,2019,-6.9,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Registrations,Information and communication,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Czechia,2020,-6.2,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Registrations,Information and communication,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Czechia,2021,16.7,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Registrations,Information and communication,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Czechia,2022,11.7,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Registrations,Information and communication,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Czechia,2023,2.5,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Registrations,Information and communication,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Germany,2015,0.0,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Registrations,Information and communication,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Germany,2016,0.3,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Registrations,Information and communication,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Germany,2017,-1.3,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Registrations,Information and communication,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Germany,2018,1.8,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Registrations,Information and communication,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Germany,2019,1.6,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Registrations,Information and communication,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Germany,2020,-2.3,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Registrations,Information and communication,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Germany,2021,12.0,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Registrations,Information and communication,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Germany,2022,-13.9,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Registrations,Information and communication,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Germany,2023,32.3,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Registrations,Information and communication,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Denmark,2016,10.8,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Registrations,Information and communication,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Denmark,2017,15.1,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Registrations,Information and communication,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Denmark,2018,5.6,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Registrations,Information and communication,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Denmark,2019,-10.2,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Registrations,Information and communication,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Denmark,2020,-13.9,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Registrations,Information and communication,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Denmark,2021,-4.1,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Registrations,Information and communication,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Denmark,2022,-13.7,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Registrations,Information and communication,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Denmark,2023,-3.2,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Registrations,Information and communication,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Euro area - 19 countries  (2015-2022),2015,-2.0,s
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Registrations,Information and communication,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Euro area - 19 countries  (2015-2022),2016,2.3,s
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Registrations,Information and communication,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Euro area - 19 countries  (2015-2022),2017,4.7,s
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Registrations,Information and communication,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Euro area - 19 countries  (2015-2022),2018,7.0,s
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Registrations,Information and communication,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Euro area - 19 countries  (2015-2022),2019,6.3,s
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Registrations,Information and communication,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Euro area - 19 countries  (2015-2022),2020,-4.8,s
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Registrations,Information and communication,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Euro area - 19 countries  (2015-2022),2021,17.9,s
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Registrations,Information and communication,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Euro area - 19 countries  (2015-2022),2022,-1.0,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Registrations,Information and communication,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Euro area - 19 countries  (2015-2022),2023,6.0,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Registrations,Information and communication,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Euro area – 20 countries (from 2023),2015,-2.0,s
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Registrations,Information and communication,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Euro area – 20 countries (from 2023),2016,2.3,s
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Registrations,Information and communication,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Euro area – 20 countries (from 2023),2017,5.1,s
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Registrations,Information and communication,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Euro area – 20 countries (from 2023),2018,7.3,s
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Registrations,Information and communication,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Euro area – 20 countries (from 2023),2019,6.7,s
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Registrations,Information and communication,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Euro area – 20 countries (from 2023),2020,-5.3,s
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Registrations,Information and communication,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Euro area – 20 countries (from 2023),2021,18.2,s
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Registrations,Information and communication,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Euro area – 20 countries (from 2023),2022,-1.0,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Registrations,Information and communication,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Euro area – 20 countries (from 2023),2023,5.8,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Registrations,Information and communication,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Estonia,2015,12.3,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Registrations,Information and communication,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Estonia,2016,30.0,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Registrations,Information and communication,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Estonia,2017,34.1,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Registrations,Information and communication,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Estonia,2018,40.1,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Registrations,Information and communication,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Estonia,2019,1.3,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Registrations,Information and communication,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Estonia,2020,-6.3,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Registrations,Information and communication,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Estonia,2021,34.8,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Registrations,Information and communication,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Estonia,2022,-12.1,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Registrations,Information and communication,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Estonia,2023,-5.6,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Registrations,Information and communication,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Greece,2022,13.8,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Registrations,Information and communication,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Greece,2023,-3.7,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Registrations,Information and communication,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Spain,2015,-2.2,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Registrations,Information and communication,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Spain,2016,10.1,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Registrations,Information and communication,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Spain,2017,-6.8,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Registrations,Information and communication,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Spain,2018,-1.7,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Registrations,Information and communication,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Spain,2019,1.3,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Registrations,Information and communication,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Spain,2020,-8.0,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Registrations,Information and communication,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Spain,2021,23.9,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Registrations,Information and communication,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Spain,2022,-1.9,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Registrations,Information and communication,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Spain,2023,6.5,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Registrations,Information and communication,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,European Union - 27 countries (from 2020),2015,-5.9,s
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Registrations,Information and communication,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,European Union - 27 countries (from 2020),2016,3.8,s
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Registrations,Information and communication,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,European Union - 27 countries (from 2020),2017,8.7,s
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Registrations,Information and communication,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,European Union - 27 countries (from 2020),2018,9.3,s
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Registrations,Information and communication,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,European Union - 27 countries (from 2020),2019,3.2,s
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Registrations,Information and communication,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,European Union - 27 countries (from 2020),2020,-6.3,s
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Registrations,Information and communication,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,European Union - 27 countries (from 2020),2021,21.8,s
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Registrations,Information and communication,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,European Union - 27 countries (from 2020),2022,5.0,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Registrations,Information and communication,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,European Union - 27 countries (from 2020),2023,-0.9,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Registrations,Information and communication,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Finland,2021,5.6,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Registrations,Information and communication,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Finland,2022,-7.6,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Registrations,Information and communication,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,Finland,2023,-0.4,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Registrations,Information and communication,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,France,2015,-2.8,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Registrations,Information and communication,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,France,2016,7.7,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Registrations,Information and communication,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,France,2017,9.1,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Registrations,Information and communication,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,France,2018,15.2,
ESTAT:STS_RB_A(1.0),16/01/25 11:00:00,Annual,Registrations,Information and communication,Unadjusted data (i.e. neither seasonally adjusted nor calendar adjusted data),Percentage change compared to same period in previous year,France,2019,18.4,
